id,sex,bizflag,zip,zip_bins,numords,dollars,last,sincepurch,version1,owntaxprod,upgraded,res1,city,state_id,state_name,population,density
4001,M,0,19320,4,3,58.5,13,9,0,0,0,0,Coatesville,PA,Pennsylvania,55321,261.8
4002,M,0,19320,4,3,100,27,26,1,0,0,0,Coatesville,PA,Pennsylvania,55321,261.8
4003,M,0,19333,4,2,41.5,4,18,0,0,0,0,Devon,PA,Pennsylvania,7886,824
4004,M,0,19333,4,4,193.5,8,2,0,0,0,0,Devon,PA,Pennsylvania,7886,824
4005,M,1,19335,4,2,77,25,7,0,0,0,0,Downingtown,PA,Pennsylvania,51126,455.9
4006,M,1,19335,4,2,117.5,21,22,1,0,0,0,Downingtown,PA,Pennsylvania,51126,455.9
4007,M,1,19335,4,1,39.5,14,18,0,0,1,0,Downingtown,PA,Pennsylvania,51126,455.9
4008,M,1,19335,4,1,44.5,19,7,0,0,0,0,Downingtown,PA,Pennsylvania,51126,455.9
4009,U,0,19341,4,2,153,7,18,1,0,0,0,Exton,PA,Pennsylvania,20545,579.6
4010,U,0,19341,4,3,127.5,18,16,1,0,0,0,Exton,PA,Pennsylvania,20545,579.6
4011,F,1,19341,4,1,94.5,15,5,0,0,0,0,Exton,PA,Pennsylvania,20545,579.6
4012,F,1,19341,4,1,14.5,7,1,0,0,0,0,Exton,PA,Pennsylvania,20545,579.6
4013,F,0,19344,4,3,101,31,5,0,0,0,0,Honey Brook,PA,Pennsylvania,12784,149
4014,F,0,19344,4,1,12,11,25,1,0,0,0,Honey Brook,PA,Pennsylvania,12784,149
4015,M,0,19348,4,2,139,20,4,0,0,0,0,Kennett Square,PA,Pennsylvania,23707,248.6
4016,M,0,19348,4,1,57,12,10,0,0,0,0,Kennett Square,PA,Pennsylvania,23707,248.6
4017,F,0,19355,4,1,39.5,16,3,0,0,0,0,Malvern,PA,Pennsylvania,28178,284.1
4018,F,0,19355,4,3,227,9,26,1,0,0,0,Malvern,PA,Pennsylvania,28178,284.1
4019,M,0,19355,4,2,129,7,5,0,0,0,0,Malvern,PA,Pennsylvania,28178,284.1
4020,M,0,19355,4,1,62.5,15,19,0,0,1,0,Malvern,PA,Pennsylvania,28178,284.1
4021,M,0,19363,4,1,8.5,28,35,1,0,0,0,Oxford,PA,Pennsylvania,17670,134.9
4022,M,0,19363,4,1,87.5,17,11,0,0,0,0,Oxford,PA,Pennsylvania,17670,134.9
4023,F,1,19380,4,1,4.5,12,19,1,0,0,0,West Chester,PA,Pennsylvania,50494,639.9
4024,F,1,19380,4,1,24.5,31,2,0,0,0,0,West Chester,PA,Pennsylvania,50494,639.9
4025,F,1,19380,4,2,28,20,9,0,0,0,0,West Chester,PA,Pennsylvania,50494,639.9
4026,F,1,19380,4,2,93,12,25,1,0,0,0,West Chester,PA,Pennsylvania,50494,639.9
4027,M,0,19380,4,1,24.5,23,1,0,0,0,0,West Chester,PA,Pennsylvania,50494,639.9
4028,M,0,19380,4,1,12.5,24,8,0,0,0,0,West Chester,PA,Pennsylvania,50494,639.9
4029,M,0,19382,4,3,176,12,27,0,0,1,1,West Chester,PA,Pennsylvania,53117,444.6
4030,M,0,19382,4,3,108.5,1,2,0,0,0,0,West Chester,PA,Pennsylvania,53117,444.6
4031,M,0,19382,4,2,101.5,1,20,0,1,1,0,West Chester,PA,Pennsylvania,53117,444.6
4032,M,0,19382,4,1,29.5,34,13,0,0,0,0,West Chester,PA,Pennsylvania,53117,444.6
4033,M,0,19382,4,3,241.5,7,4,0,0,0,0,West Chester,PA,Pennsylvania,53117,444.6
4034,M,0,19382,4,1,24.5,2,29,1,0,0,0,West Chester,PA,Pennsylvania,53117,444.6
4035,M,0,19399,4,1,39.5,14,23,1,0,0,0,International,International,International,International,International
4036,M,0,19399,4,4,123,21,1,0,0,0,0,International,International,International,International,International
4037,M,0,19401,4,1,26.5,7,5,0,0,0,0,Norristown,PA,Pennsylvania,42908,2693.4
4038,M,0,19401,4,1,49.5,20,10,0,0,0,0,Norristown,PA,Pennsylvania,42908,2693.4
4039,M,1,19403,4,1,139.5,13,2,0,0,0,0,Norristown,PA,Pennsylvania,44111,761.4
4040,M,1,19403,4,1,24.5,4,31,0,0,1,0,Norristown,PA,Pennsylvania,44111,761.4
4041,M,0,19403,4,3,144,11,2,0,0,0,0,Norristown,PA,Pennsylvania,44111,761.4
4042,M,0,19403,4,2,96.5,1,10,0,0,0,0,Norristown,PA,Pennsylvania,44111,761.4
4043,M,0,19406,4,1,152,2,17,0,0,0,0,King Of Prussia,PA,Pennsylvania,28826,827.9
4044,M,0,19406,4,2,237,36,21,1,0,0,0,King Of Prussia,PA,Pennsylvania,28826,827.9
4045,M,0,19406,4,1,29.5,24,36,0,0,1,0,King Of Prussia,PA,Pennsylvania,28826,827.9
4046,M,0,19406,4,3,40.5,29,24,0,0,1,0,King Of Prussia,PA,Pennsylvania,28826,827.9
4047,M,0,19422,4,1,32,31,36,1,0,0,0,Blue Bell,PA,Pennsylvania,20050,631.2
4048,M,0,19422,4,1,39.5,15,26,1,0,0,0,Blue Bell,PA,Pennsylvania,20050,631.2
4049,M,0,19425,4,3,28.5,14,2,0,0,0,0,Chester Springs,PA,Pennsylvania,17385,250.5
4050,M,0,19425,4,1,32,20,31,1,0,0,0,Chester Springs,PA,Pennsylvania,17385,250.5
4051,M,0,19426,4,2,56,11,7,0,0,0,0,Collegeville,PA,Pennsylvania,42656,483.9
4052,M,0,19426,4,3,149,17,26,1,0,0,0,Collegeville,PA,Pennsylvania,42656,483.9
4053,M,0,19428,4,1,34.5,22,16,1,0,0,0,Conshohocken,PA,Pennsylvania,20321,1074
4054,M,0,19428,4,1,35.5,28,30,0,0,1,0,Conshohocken,PA,Pennsylvania,20321,1074
4055,F,0,19438,4,1,24.5,20,33,1,0,0,0,Harleysville,PA,Pennsylvania,24962,434
4056,F,0,19438,4,5,157,7,4,0,0,0,0,Harleysville,PA,Pennsylvania,24962,434
4057,M,0,19444,4,4,77.5,6,9,0,0,0,0,Lafayette Hill,PA,Pennsylvania,11194,894.9
4058,M,0,19444,4,2,44,6,3,0,0,0,0,Lafayette Hill,PA,Pennsylvania,11194,894.9
4059,F,0,19446,4,1,21,22,16,0,0,0,0,Lansdale,PA,Pennsylvania,60659,1038.2
4060,F,0,19446,4,1,89.5,32,19,0,0,1,0,Lansdale,PA,Pennsylvania,60659,1038.2
4061,M,0,19446,4,1,17.5,5,12,0,0,0,0,Lansdale,PA,Pennsylvania,60659,1038.2
4062,M,0,19446,4,1,9.5,32,35,1,0,0,1,Lansdale,PA,Pennsylvania,60659,1038.2
4063,M,0,19454,4,1,12,14,16,1,0,0,0,North Wales,PA,Pennsylvania,28036,876.7
4064,M,0,19454,4,5,117,2,27,1,0,0,1,North Wales,PA,Pennsylvania,28036,876.7
4065,M,0,19454,4,1,33,11,5,0,0,0,0,North Wales,PA,Pennsylvania,28036,876.7
4066,M,0,19454,4,3,78.5,9,36,1,0,0,0,North Wales,PA,Pennsylvania,28036,876.7
4067,M,0,19460,4,2,49,13,1,0,0,0,0,Phoenixville,PA,Pennsylvania,43246,483.6
4068,M,0,19460,4,3,220.5,21,29,0,0,1,0,Phoenixville,PA,Pennsylvania,43246,483.6
4069,M,0,19462,4,1,73,20,11,0,0,0,0,Plymouth Meeting,PA,Pennsylvania,15868,738.1
4070,M,0,19462,4,2,99,15,19,0,0,1,0,Plymouth Meeting,PA,Pennsylvania,15868,738.1
4071,F,0,19464,4,1,59.5,34,14,0,0,0,0,Pottstown,PA,Pennsylvania,47913,721.5
4072,F,0,19464,4,3,55.5,1,15,0,0,0,0,Pottstown,PA,Pennsylvania,47913,721.5
4073,M,0,19468,4,3,142,1,11,0,0,0,0,Royersford,PA,Pennsylvania,28083,640.8
4074,M,0,19468,4,5,462.5,19,6,0,0,0,0,Royersford,PA,Pennsylvania,28083,640.8
4075,M,0,19477,4,3,35.5,24,4,0,0,0,0,Spring House,PA,Pennsylvania,44,238.4
4076,M,0,19477,4,1,8.5,17,18,1,0,0,0,Spring House,PA,Pennsylvania,44,238.4
4077,M,0,19506,4,1,74.5,19,13,0,0,0,0,Bernville,PA,Pennsylvania,6983,42.6
4078,M,0,19506,4,2,144.5,8,26,1,0,0,0,Bernville,PA,Pennsylvania,6983,42.6
4079,M,0,19518,4,1,39.5,30,30,1,0,0,0,Douglassville,PA,Pennsylvania,16467,177.6
4080,M,0,19518,4,1,6,15,31,1,0,0,0,Douglassville,PA,Pennsylvania,16467,177.6
4081,U,1,19525,4,1,64.5,12,2,0,0,0,0,Gilbertsville,PA,Pennsylvania,17090,386
4082,U,1,19525,4,1,21,36,30,0,0,1,0,Gilbertsville,PA,Pennsylvania,17090,386
4083,U,0,19540,4,4,109,6,29,0,0,1,0,Mohnton,PA,Pennsylvania,11863,130.1
4084,U,0,19540,4,1,9.5,24,28,0,0,1,0,Mohnton,PA,Pennsylvania,11863,130.1
4085,M,0,19567,4,1,44.5,12,18,0,0,1,0,Womelsdorf,PA,Pennsylvania,5751,97.9
4086,M,0,19567,4,4,284.5,1,5,0,0,0,0,Womelsdorf,PA,Pennsylvania,5751,97.9
4087,M,0,19605,4,4,76.5,25,30,1,0,0,0,Reading,PA,Pennsylvania,20564,451.5
4088,M,0,19605,4,1,9.5,24,27,1,0,0,0,Reading,PA,Pennsylvania,20564,451.5
4089,M,0,19606,4,2,369.5,17,4,0,0,0,0,Reading,PA,Pennsylvania,35895,520
4090,M,0,19606,4,2,116.5,24,12,0,0,0,0,Reading,PA,Pennsylvania,35895,520
4091,M,0,19608,4,1,117,23,9,0,0,0,0,Reading,PA,Pennsylvania,24092,353.7
4092,M,0,19608,4,1,14.5,10,9,0,0,0,0,Reading,PA,Pennsylvania,24092,353.7
4093,M,1,19610,4,2,49,20,25,0,0,1,0,Reading,PA,Pennsylvania,16401,893.5
4094,M,1,19610,4,1,24.5,17,19,1,0,0,0,Reading,PA,Pennsylvania,16401,893.5
4095,M,1,19701,4,2,53.5,24,17,1,0,0,0,Bear,DE,Delaware,44553,647.4
4096,M,1,19701,4,1,119.5,19,24,0,0,1,0,Bear,DE,Delaware,44553,647.4
4097,M,1,19702,4,1,77,12,18,0,0,0,0,Newark,DE,Delaware,56571,777.6
4098,M,1,19702,4,1,77,7,12,0,0,0,0,Newark,DE,Delaware,56571,777.6
4099,M,0,19707,4,3,184.5,5,2,0,0,0,0,Hockessin,DE,Delaware,17011,498.2
4100,M,0,19707,4,1,21,13,12,0,0,0,0,Hockessin,DE,Delaware,17011,498.2
4101,M,0,19707,4,5,129,27,12,0,0,0,0,Hockessin,DE,Delaware,17011,498.2
4102,M,0,19707,4,2,30.5,13,15,0,0,0,0,Hockessin,DE,Delaware,17011,498.2
4103,M,0,19711,4,1,51.5,28,3,0,0,0,0,Newark,DE,Delaware,49746,700.8
4104,M,0,19711,4,1,34.5,12,25,1,0,0,0,Newark,DE,Delaware,49746,700.8
4105,F,0,19711,4,1,24.5,4,11,0,0,0,0,Newark,DE,Delaware,49746,700.8
4106,F,0,19711,4,1,9.5,28,7,0,0,0,0,Newark,DE,Delaware,49746,700.8
4107,F,0,19711,4,3,73.5,11,20,1,0,0,0,Newark,DE,Delaware,49746,700.8
4108,F,0,19711,4,1,76,27,13,0,0,0,0,Newark,DE,Delaware,49746,700.8
4109,M,1,19713,4,3,256.5,6,22,1,0,0,0,Newark,DE,Delaware,29952,889.5
4110,M,1,19713,4,1,7,13,13,0,0,0,0,Newark,DE,Delaware,29952,889.5
4111,U,1,19720,4,4,111,15,11,0,0,0,0,New Castle,DE,Delaware,60514,610
4112,U,1,19720,4,1,49.5,22,22,0,0,1,0,New Castle,DE,Delaware,60514,610
4113,M,1,19801,4,1,79.5,19,10,0,0,0,0,Wilmington,DE,Delaware,16545,1453
4114,M,1,19801,4,1,19.5,18,11,0,0,0,0,Wilmington,DE,Delaware,16545,1453
4115,F,0,19803,4,1,3.5,14,18,0,0,0,0,Wilmington,DE,Delaware,21437,653.8
4116,F,0,19803,4,1,29.5,25,11,0,0,0,0,Wilmington,DE,Delaware,21437,653.8
4117,M,0,19803,4,2,79,1,6,0,0,0,0,Wilmington,DE,Delaware,21437,653.8
4118,M,0,19803,4,2,99,12,36,0,0,1,0,Wilmington,DE,Delaware,21437,653.8
4119,M,0,19804,4,1,49.5,12,4,0,0,0,0,Wilmington,DE,Delaware,17986,967.7
4120,M,0,19804,4,4,108.5,6,14,0,0,0,0,Wilmington,DE,Delaware,17986,967.7
4121,M,0,19806,4,2,79,6,21,1,0,0,0,Wilmington,DE,Delaware,10273,2326.9
4122,M,0,19806,4,1,94.5,18,10,0,0,0,0,Wilmington,DE,Delaware,10273,2326.9
4123,U,0,19807,4,2,37.5,17,8,0,0,0,0,Wilmington,DE,Delaware,7846,166.8
4124,U,0,19807,4,1,17.5,19,29,1,0,0,0,Wilmington,DE,Delaware,7846,166.8
4125,M,0,19808,4,1,64.5,12,14,0,0,0,0,Wilmington,DE,Delaware,38107,1070
4126,M,0,19808,4,1,7.5,26,10,0,0,0,0,Wilmington,DE,Delaware,38107,1070
4127,M,0,19808,4,3,38.5,6,1,0,0,0,0,Wilmington,DE,Delaware,38107,1070
4128,M,0,19808,4,3,29.5,10,15,0,0,0,0,Wilmington,DE,Delaware,38107,1070
4129,M,0,19810,4,1,44.5,28,25,1,0,0,0,Wilmington,DE,Delaware,25569,1250.1
4130,M,0,19810,4,2,89,19,35,0,0,1,0,Wilmington,DE,Delaware,25569,1250.1
4131,F,0,19810,4,1,17,11,29,1,0,0,0,Wilmington,DE,Delaware,25569,1250.1
4132,F,0,19810,4,1,24.5,34,8,0,0,0,0,Wilmington,DE,Delaware,25569,1250.1
4133,M,0,19901,4,1,29.5,11,22,1,0,0,0,Dover,DE,Delaware,39097,199.1
4134,M,0,19901,4,1,122,14,8,0,0,0,0,Dover,DE,Delaware,39097,199.1
4135,M,1,19903,4,2,76.5,8,2,0,0,0,0,International,International,International,International,International
4136,M,1,19903,4,4,117.5,2,36,1,0,0,0,International,International,International,International,International
4137,M,1,19930,4,3,172.5,15,3,0,0,0,0,Bethany Beach,DE,Delaware,2878,189.7
4138,M,1,19930,4,2,89,21,22,0,0,1,0,Bethany Beach,DE,Delaware,2878,189.7
4139,U,1,19947,4,5,131.5,4,11,0,0,0,0,Georgetown,DE,Delaware,19513,63.2
4140,U,1,19947,4,1,19.5,11,5,0,0,0,0,Georgetown,DE,Delaware,19513,63.2
4141,F,0,19958,4,2,69,23,29,0,1,1,0,Lewes,DE,Delaware,28761,234.9
4142,F,0,19958,4,2,89,21,2,0,0,0,0,Lewes,DE,Delaware,28761,234.9
4143,M,0,19969,4,4,167,35,20,0,0,1,0,International,International,International,International,International
4144,M,0,19969,4,3,98,22,7,0,0,0,0,International,International,International,International,International
4145,M,0,19973,4,4,214,1,34,0,0,1,0,Seaford,DE,Delaware,26070,119.8
4146,M,0,19973,4,3,110.5,5,14,0,0,0,0,Seaford,DE,Delaware,26070,119.8
4147,U,0,20001,4,2,67,11,32,1,0,0,0,Washington,DC,District of Columbia,44056,8308.7
4148,U,0,20001,4,2,54,9,17,0,0,1,0,Washington,DC,District of Columbia,44056,8308.7
4149,M,0,20002,4,1,17.5,19,11,0,0,0,0,Washington,DC,District of Columbia,70043,5264.8
4150,M,0,20002,4,1,9.5,15,24,1,0,0,0,Washington,DC,District of Columbia,70043,5264.8
4151,F,0,20002,4,1,10.5,4,18,0,0,0,0,Washington,DC,District of Columbia,70043,5264.8
4152,F,0,20002,4,1,24.5,12,24,1,0,0,0,Washington,DC,District of Columbia,70043,5264.8
4153,M,0,20003,4,1,9.5,8,11,0,0,0,0,Washington,DC,District of Columbia,34585,5875.7
4154,M,0,20003,4,1,44.5,24,9,0,0,0,0,Washington,DC,District of Columbia,34585,5875.7
4155,M,0,20004,4,2,59,24,19,0,0,0,0,Washington,DC,District of Columbia,1782,3546.9
4156,M,0,20004,4,1,44.5,4,28,0,0,1,0,Washington,DC,District of Columbia,1782,3546.9
4157,M,1,20005,4,3,74.5,2,6,0,0,0,0,Washington,DC,District of Columbia,13014,11591.2
4158,M,1,20005,4,1,19.5,9,8,0,0,0,0,Washington,DC,District of Columbia,13014,11591.2
4159,M,0,20005,4,1,14.5,12,3,0,0,0,0,Washington,DC,District of Columbia,13014,11591.2
4160,M,0,20005,4,1,49.5,23,7,0,0,0,0,Washington,DC,District of Columbia,13014,11591.2
4161,F,1,20006,4,1,19.5,6,22,1,0,0,0,Washington,DC,District of Columbia,1257,1375.9
4162,F,1,20006,4,3,249.5,5,17,0,1,0,0,Washington,DC,District of Columbia,1257,1375.9
4163,F,1,20006,4,2,167.5,2,20,1,0,0,0,Washington,DC,District of Columbia,1257,1375.9
4164,F,1,20006,4,5,170.5,7,1,0,0,0,0,Washington,DC,District of Columbia,1257,1375.9
4165,U,0,20007,4,1,22,29,2,0,0,0,0,Washington,DC,District of Columbia,23797,2973.7
4166,U,0,20007,4,2,76,25,28,1,0,0,0,Washington,DC,District of Columbia,23797,2973.7
4167,M,0,20007,4,2,129,11,21,1,0,0,0,Washington,DC,District of Columbia,23797,2973.7
4168,M,0,20007,4,1,19.5,1,8,0,0,0,0,Washington,DC,District of Columbia,23797,2973.7
4169,U,0,20008,4,1,44.5,17,26,0,0,1,0,Washington,DC,District of Columbia,29545,3692.7
4170,U,0,20008,4,1,149.5,21,35,1,0,0,0,Washington,DC,District of Columbia,29545,3692.7
4171,M,0,20008,4,1,24.5,1,25,1,0,0,0,Washington,DC,District of Columbia,29545,3692.7
4172,M,0,20008,4,2,48,13,12,0,0,0,0,Washington,DC,District of Columbia,29545,3692.7
4173,M,0,20008,4,1,8.5,5,11,0,0,0,0,Washington,DC,District of Columbia,29545,3692.7
4174,M,0,20008,4,1,37,23,20,1,0,0,0,Washington,DC,District of Columbia,29545,3692.7
4175,M,1,20009,5,4,192,5,15,1,0,0,0,Washington,DC,District of Columbia,50247,14718.9
4176,M,1,20009,5,2,55.5,20,17,0,0,0,0,Washington,DC,District of Columbia,50247,14718.9
4177,F,1,20009,5,2,41.5,36,12,0,0,0,0,Washington,DC,District of Columbia,50247,14718.9
4178,F,1,20009,5,1,9.5,3,19,0,0,1,0,Washington,DC,District of Columbia,50247,14718.9
4179,M,0,20009,5,1,39.5,14,29,0,0,1,1,Washington,DC,District of Columbia,50247,14718.9
4180,M,0,20009,5,3,187,7,6,0,0,0,0,Washington,DC,District of Columbia,50247,14718.9
4181,F,0,20011,5,1,71.5,4,6,0,0,0,0,Washington,DC,District of Columbia,67127,4832.7
4182,F,0,20011,5,5,186.5,7,13,0,0,0,0,Washington,DC,District of Columbia,67127,4832.7
4183,U,0,20011,5,1,29.5,32,16,1,0,0,0,Washington,DC,District of Columbia,67127,4832.7
4184,U,0,20011,5,1,68.5,30,32,1,0,0,0,Washington,DC,District of Columbia,67127,4832.7
4185,M,0,20015,5,1,9.5,24,16,0,0,0,0,Washington,DC,District of Columbia,15394,1710
4186,M,0,20015,5,1,44.5,22,4,0,0,0,0,Washington,DC,District of Columbia,15394,1710
4187,F,0,20015,5,5,207,13,4,0,0,0,0,Washington,DC,District of Columbia,15394,1710
4188,F,0,20015,5,3,41,12,2,0,1,0,0,Washington,DC,District of Columbia,15394,1710
4189,M,0,20016,5,1,24.5,9,31,1,0,0,0,Washington,DC,District of Columbia,32570,2837.8
4190,M,0,20016,5,1,14.5,30,36,0,0,1,0,Washington,DC,District of Columbia,32570,2837.8
4191,F,0,20016,5,2,124.5,29,24,1,0,0,0,Washington,DC,District of Columbia,32570,2837.8
4192,F,0,20016,5,3,160.5,4,3,0,0,0,0,Washington,DC,District of Columbia,32570,2837.8
4193,M,0,20016,5,1,39.5,13,4,0,0,0,0,Washington,DC,District of Columbia,32570,2837.8
4194,M,0,20016,5,1,42,9,6,0,0,0,0,Washington,DC,District of Columbia,32570,2837.8
4195,M,0,20017,5,5,906.5,24,25,0,0,1,0,Washington,DC,District of Columbia,20643,3587.5
4196,M,0,20017,5,5,260,24,23,1,0,0,0,Washington,DC,District of Columbia,20643,3587.5
4197,M,0,20019,5,2,75.5,4,34,0,0,1,0,Washington,DC,District of Columbia,64631,4066.8
4198,M,0,20019,5,3,166,14,15,0,0,0,0,Washington,DC,District of Columbia,64631,4066.8
4199,F,0,20024,5,3,106,6,35,1,0,0,0,Washington,DC,District of Columbia,15444,2718.2
4200,F,0,20024,5,2,114,2,19,0,0,1,0,Washington,DC,District of Columbia,15444,2718.2
4201,M,0,20036,5,1,34.5,10,11,0,0,0,0,Washington,DC,District of Columbia,4734,5630.2
4202,M,0,20036,5,4,348,9,5,0,0,0,0,Washington,DC,District of Columbia,4734,5630.2
4203,F,1,20036,5,2,72.5,15,24,1,0,0,0,Washington,DC,District of Columbia,4734,5630.2
4204,F,1,20036,5,5,163.5,5,12,0,0,0,0,Washington,DC,District of Columbia,4734,5630.2
4205,F,1,20036,5,4,39.5,8,7,0,0,0,0,Washington,DC,District of Columbia,4734,5630.2
4206,F,1,20036,5,5,116.5,18,2,0,0,0,0,Washington,DC,District of Columbia,4734,5630.2
4207,F,1,20036,5,1,34.5,13,14,0,0,0,0,Washington,DC,District of Columbia,4734,5630.2
4208,F,1,20036,5,1,54.5,13,20,0,0,1,0,Washington,DC,District of Columbia,4734,5630.2
4209,M,1,20037,5,4,67,6,33,1,0,0,0,Washington,DC,District of Columbia,11833,6240.4
4210,M,1,20037,5,2,39,2,4,0,0,0,0,Washington,DC,District of Columbia,11833,6240.4
4211,M,0,20045,5,1,29.5,34,4,0,0,0,0,Washington,DC,District of Columbia,0,0
4212,M,0,20045,5,2,79,1,21,0,0,1,0,Washington,DC,District of Columbia,0,0
4213,M,0,20164,5,1,9.5,12,10,0,0,0,0,Sterling,VA,Virginia,42310,2147.6
4214,M,0,20164,5,3,69,13,2,0,0,0,0,Sterling,VA,Virginia,42310,2147.6
4215,M,0,20164,5,4,279,9,23,0,0,1,0,Sterling,VA,Virginia,42310,2147.6
4216,M,0,20164,5,1,29.5,6,19,1,0,0,0,Sterling,VA,Virginia,42310,2147.6
4217,M,0,20164,5,3,73.5,13,8,0,0,0,0,Sterling,VA,Virginia,42310,2147.6
4218,M,0,20164,5,2,34,19,16,0,0,0,0,Sterling,VA,Virginia,42310,2147.6
4219,M,0,20165,5,2,68.5,1,3,0,0,0,0,Sterling,VA,Virginia,34222,1341.8
4220,M,0,20165,5,1,54.5,2,16,0,0,0,0,Sterling,VA,Virginia,34222,1341.8
4221,M,0,20165,5,1,13,28,28,0,0,1,0,Sterling,VA,Virginia,34222,1341.8
4222,M,0,20165,5,2,144,27,11,0,0,0,0,Sterling,VA,Virginia,34222,1341.8
4223,F,1,20166,5,2,22,4,11,0,0,0,0,Sterling,VA,Virginia,13479,191.4
4224,F,1,20166,5,4,117,5,24,0,0,1,0,Sterling,VA,Virginia,13479,191.4
4225,M,0,20336,5,4,189,10,16,0,0,0,0,International,International,International,International,International
4226,M,0,20336,5,1,24.5,3,1,0,0,0,0,International,International,International,International,International
4227,M,0,20515,5,3,223.5,11,10,0,0,0,0,Washington,DC,District of Columbia,0,0
4228,M,0,20515,5,1,67,9,36,0,0,1,0,Washington,DC,District of Columbia,0,0
4229,U,1,20540,5,1,19.5,28,32,1,0,0,0,Washington,DC,District of Columbia,0,0
4230,U,1,20540,5,3,232,6,5,0,0,0,0,Washington,DC,District of Columbia,0,0
4231,M,0,20602,5,1,67,3,20,1,0,0,0,Waldorf,MD,Maryland,28988,773.1
4232,M,0,20602,5,2,114,4,31,1,0,0,0,Waldorf,MD,Maryland,28988,773.1
4233,M,1,20603,5,4,65,13,34,0,0,1,0,Waldorf,MD,Maryland,32495,774.6
4234,M,1,20603,5,1,154.5,34,7,0,0,0,0,Waldorf,MD,Maryland,32495,774.6
4235,M,0,20607,5,1,11,17,25,1,0,0,0,Accokeek,MD,Maryland,12080,237.5
4236,M,0,20607,5,5,155.5,9,14,0,0,0,0,Accokeek,MD,Maryland,12080,237.5
4237,M,0,20619,5,1,19.5,16,15,0,0,0,0,California,MD,Maryland,13925,334.7
4238,M,0,20619,5,4,189.5,4,4,0,0,0,0,California,MD,Maryland,13925,334.7
4239,M,0,20636,5,5,99,3,32,0,0,1,0,Hollywood,MD,Maryland,11089,124.6
4240,M,0,20636,5,1,39.5,36,5,0,0,0,0,Hollywood,MD,Maryland,11089,124.6
4241,F,0,20646,5,2,141,28,16,0,0,0,0,La Plata,MD,Maryland,21248,102.8
4242,F,0,20646,5,1,14.5,32,13,0,0,0,0,La Plata,MD,Maryland,21248,102.8
4243,M,1,20653,5,2,86.5,19,6,0,0,0,0,Lexington Park,MD,Maryland,27053,314.8
4244,M,1,20653,5,3,66,14,23,1,0,0,0,Lexington Park,MD,Maryland,27053,314.8
4245,F,0,20657,5,2,76.5,13,6,0,0,0,0,Lusby,MD,Maryland,21054,272.2
4246,F,0,20657,5,1,59.5,18,14,0,0,0,0,Lusby,MD,Maryland,21054,272.2
4247,M,0,20675,5,4,128.5,12,2,0,0,0,0,Pomfret,MD,Maryland,2060,111.6
4248,M,0,20675,5,1,7,2,28,0,0,1,0,Pomfret,MD,Maryland,2060,111.6
4249,M,1,20688,5,1,19.5,6,16,0,0,0,0,Solomons,MD,Maryland,1170,392.3
4250,M,1,20688,5,1,19.5,13,21,1,0,0,0,Solomons,MD,Maryland,1170,392.3
4251,F,0,20705,5,2,78.5,22,24,0,1,1,0,Beltsville,MD,Maryland,28660,765.7
4252,F,0,20705,5,3,70.5,5,31,1,0,0,0,Beltsville,MD,Maryland,28660,765.7
4253,M,0,20706,5,2,94,25,25,1,0,0,0,Lanham,MD,Maryland,43797,1682.7
4254,M,0,20706,5,1,74.5,19,30,1,0,0,0,Lanham,MD,Maryland,43797,1682.7
4255,M,0,20706,5,1,24.5,6,7,0,0,0,0,Lanham,MD,Maryland,43797,1682.7
4256,M,0,20706,5,1,69.5,9,9,0,0,0,0,Lanham,MD,Maryland,43797,1682.7
4257,M,0,20707,5,5,129.5,8,14,0,1,0,0,Laurel,MD,Maryland,36352,1109.6
4258,M,0,20707,5,3,146,3,5,0,0,0,0,Laurel,MD,Maryland,36352,1109.6
4259,F,0,20707,5,1,29.5,15,16,0,0,0,0,Laurel,MD,Maryland,36352,1109.6
4260,F,0,20707,5,1,24.5,11,13,0,0,0,0,Laurel,MD,Maryland,36352,1109.6
4261,F,0,20708,5,1,14.5,22,8,0,0,0,0,Laurel,MD,Maryland,27909,886.4
4262,F,0,20708,5,2,61.5,29,2,0,0,0,0,Laurel,MD,Maryland,27909,886.4
4263,F,0,20715,5,1,4.5,25,14,0,0,0,0,Bowie,MD,Maryland,26244,721.2
4264,F,0,20715,5,1,58,4,8,0,0,0,0,Bowie,MD,Maryland,26244,721.2
4265,M,1,20715,5,2,34,16,33,0,0,1,0,Bowie,MD,Maryland,26244,721.2
4266,M,1,20715,5,1,132,9,6,0,0,0,0,Bowie,MD,Maryland,26244,721.2
4267,M,1,20716,5,3,133.5,18,11,0,0,0,0,Bowie,MD,Maryland,22340,750.3
4268,M,1,20716,5,2,83.5,25,19,0,0,1,0,Bowie,MD,Maryland,22340,750.3
4269,M,0,20720,5,1,22,28,18,0,0,1,0,Bowie,MD,Maryland,26253,687.8
4270,M,0,20720,5,1,134.5,13,2,0,0,0,0,Bowie,MD,Maryland,26253,687.8
4271,M,0,20721,5,1,5.5,9,15,0,0,0,0,Bowie,MD,Maryland,30785,706.1
4272,M,0,20721,5,4,161,15,2,0,1,0,0,Bowie,MD,Maryland,30785,706.1
4273,M,0,20721,5,2,42,13,6,0,0,0,0,Bowie,MD,Maryland,30785,706.1
4274,M,0,20721,5,1,26.5,17,5,0,0,0,0,Bowie,MD,Maryland,30785,706.1
